"fdc_id","data_type","description","food_category_id","publication_date"
"2341448","survey_fndds_food","Chicken thigh, grilled with sauce, skin not eaten","","2022-10-28"
"2341449","survey_fndds_food","Chicken thigh, sauteed, skin eaten","","2022-10-28"
"2341450","survey_fndds_food","Chicken thigh, sauteed, skin not eaten","","2022-10-28"
"2341451","survey_fndds_food","Chicken thigh, fried, coated, skin / coating eaten, from raw","","2022-10-28"
"2341452","survey_fndds_food","Chicken thigh, fried, coated, skin / coating not eaten, from raw","","2022-10-28"
"2341453","survey_fndds_food","Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw","","2022-10-28"
"2341454","survey_fndds_food","Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked","","2022-10-28"
"2341455","survey_fndds_food","Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked","","2022-10-28"
"2341456","survey_fndds_food","Chicken thigh, fried, coated, skin / coating eaten, from fast food","","2022-10-28"
"2341457","survey_fndds_food","Chicken thigh, fried, coated, skin / coating not eaten, from fast food","","2022-10-28"
"2341458","survey_fndds_food","Chicken thigh, fried, coated, skin / coating eaten, from restaurant","","2022-10-28"
"2341459","survey_fndds_food","Chicken thigh, fried, coated, skin / coating not eaten, from restaurant","","2022-10-28"
"2341460","survey_fndds_food","Chicken thigh, baked, coated, skin / coating eaten","","2022-10-28"
"2341461","survey_fndds_food","Chicken thigh, baked, coated, skin / coating not eaten","","2022-10-28"
"2341462","survey_fndds_food","Chicken wing, NS as to cooking method","","2022-10-28"
"2341463","survey_fndds_food","Chicken wing, baked, broiled, or roasted, from raw","","2022-10-28"
"2341464","survey_fndds_food","Chicken wing, baked or broiled, from pre-cooked","","2022-10-28"
"2341465","survey_fndds_food","Chicken wing, baked or broiled, from fast food / restaurant","","2022-10-28"
"2341466","survey_fndds_food","Chicken wing, rotisserie","","2022-10-28"
"2341467","survey_fndds_food","Chicken wing, stewed","","2022-10-28"
"2341468","survey_fndds_food","Chicken wing, grilled without sauce","","2022-10-28"
"2341469","survey_fndds_food","Chicken wing, grilled with sauce","","2022-10-28"
"2341470","survey_fndds_food","Chicken wing, sauteed","","2022-10-28"
"2341471","survey_fndds_food","Chicken wing, fried, coated, from raw","","2022-10-28"
"2341472","survey_fndds_food","Chicken wing, fried, coated, from pre-cooked","","2022-10-28"
"2341473","survey_fndds_food","Chicken wing, fried, coated, from fast food","","2022-10-28"
"2341474","survey_fndds_food","Chicken wing, fried, coated, from restaurant","","2022-10-28"
"2341475","survey_fndds_food","Chicken wing, baked, coated","","2022-10-28"
"2341476","survey_fndds_food","Chicken ""wings"" with hot sauce, from fast food / restaurant","","2022-10-28"
"2341477","survey_fndds_food","Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant","","2022-10-28"
"2341478","survey_fndds_food","Chicken ""wings"", plain, from fast food / restaurant","","2022-10-28"
"2341479","survey_fndds_food","Chicken ""wings"" with hot sauce, from precooked","","2022-10-28"
"2341480","survey_fndds_food","Chicken ""wings"" with other sauces or seasoning, from precooked","","2022-10-28"
"2341481","survey_fndds_food","Chicken ""wings"", plain, from precooked","","2022-10-28"
"2341482","survey_fndds_food","Chicken ""wings"" with hot sauce, from other sources","","2022-10-28"
"2341483","survey_fndds_food","Chicken ""wings"" with other sauces or seasoning, from other sources","","2022-10-28"
"2341484","survey_fndds_food","Chicken ""wings"", plain, from other sources","","2022-10-28"
"2341485","survey_fndds_food","Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant","","2022-10-28"
"2341486","survey_fndds_food","Chicken ""wings"", boneless, with hot sauce, from other sources","","2022-10-28"
"2341487","survey_fndds_food","Chicken, back","","2022-10-28"
"2341488","survey_fndds_food","Chicken, neck or ribs","","2022-10-28"
"2341489","survey_fndds_food","Chicken, tail","","2022-10-28"
"2341490","survey_fndds_food","Chicken skin","","2022-10-28"
"2341491","survey_fndds_food","Chicken feet","","2022-10-28"
"2341492","survey_fndds_food","Chicken, canned, meat only","","2022-10-28"
"2341493","survey_fndds_food","Chicken, chicken roll, roasted","","2022-10-28"
"2341494","survey_fndds_food","Chicken patty, breaded","","2022-10-28"
"2341495","survey_fndds_food","Chicken fillet, breaded","","2022-10-28"
"2341496","survey_fndds_food","Chicken fillet, grilled","","2022-10-28"
"2341497","survey_fndds_food","Chicken, ground","","2022-10-28"
"2341498","survey_fndds_food","Chicken nuggets, NFS","","2022-10-28"
"2341499","survey_fndds_food","Chicken nuggets, from fast food","","2022-10-28"
"2341500","survey_fndds_food","Chicken nuggets, from restaurant","","2022-10-28"
"2341501","survey_fndds_food","Chicken nuggets, from school lunch","","2022-10-28"
"2341502","survey_fndds_food","Chicken nuggets, from frozen","","2022-10-28"
"2341503","survey_fndds_food","Chicken nuggets, from other sources","","2022-10-28"
"2341504","survey_fndds_food","Chicken tenders or strips, NFS","","2022-10-28"
"2341505","survey_fndds_food","Chicken tenders or strips, breaded, from fast food","","2022-10-28"
"2341506","survey_fndds_food","Chicken tenders or strips, breaded, from restaurant","","2022-10-28"
"2341507","survey_fndds_food","Chicken tenders or strips, breaded, from school lunch","","2022-10-28"
"2341508","survey_fndds_food","Chicken tenders or strips, breaded, from frozen","","2022-10-28"
"2341509","survey_fndds_food","Chicken tenders or strips, breaded, from other sources","","2022-10-28"
"2341510","survey_fndds_food","Fried chicken chunks, Puerto Rican style","","2022-10-28"
"2341511","survey_fndds_food","Turkey, NFS","","2022-10-28"
"2341512","survey_fndds_food","Turkey, light meat, skin not eaten","","2022-10-28"
"2341513","survey_fndds_food","Turkey, light meat, skin eaten","","2022-10-28"
"2341514","survey_fndds_food","Turkey, light meat, breaded, baked or fried, skin not eaten","","2022-10-28"
"2341515","survey_fndds_food","Turkey, light meat, breaded, baked or fried, skin eaten","","2022-10-28"
"2341516","survey_fndds_food","Turkey, light meat, roasted, skin not eaten","","2022-10-28"
"2341517","survey_fndds_food","Turkey, light meat, roasted, skin eaten","","2022-10-28"
"2341518","survey_fndds_food","Turkey, dark meat, roasted, skin not eaten","","2022-10-28"
"2341519","survey_fndds_food","Turkey, dark meat, roasted, skin eaten","","2022-10-28"
"2341520","survey_fndds_food","Turkey, light and dark meat, roasted, skin not eaten","","2022-10-28"
"2341521","survey_fndds_food","Turkey, light and dark meat, roasted, skin eaten","","2022-10-28"
"2341522","survey_fndds_food","Turkey, light or dark meat, fried, coated, skin not eaten","","2022-10-28"
"2341523","survey_fndds_food","Turkey, light or dark meat, fried, coated, skin eaten","","2022-10-28"
"2341524","survey_fndds_food","Turkey, light or dark meat, stewed, skin not eaten","","2022-10-28"
"2341525","survey_fndds_food","Turkey light or dark meat, stewed, skin eaten","","2022-10-28"
"2341526","survey_fndds_food","Turkey, light or dark meat, smoked, skin eaten","","2022-10-28"
"2341527","survey_fndds_food","Turkey, light or dark meat, smoked, skin not eaten","","2022-10-28"
"2341528","survey_fndds_food","Turkey, drumstick, cooked, skin not eaten","","2022-10-28"
"2341529","survey_fndds_food","Turkey, drumstick, cooked, skin eaten","","2022-10-28"
"2341530","survey_fndds_food","Turkey, drumstick, roasted, skin not eaten","","2022-10-28"
"2341531","survey_fndds_food","Turkey, drumstick, roasted, skin eaten","","2022-10-28"
"2341532","survey_fndds_food","Turkey, drumstick, smoked, skin eaten","","2022-10-28"
"2341533","survey_fndds_food","Turkey, thigh, cooked, skin eaten","","2022-10-28"
"2341534","survey_fndds_food","Turkey, thigh, cooked, skin not eaten","","2022-10-28"
"2341535","survey_fndds_food","Turkey, neck","","2022-10-28"
"2341536","survey_fndds_food","Turkey, wing, cooked, skin not eaten","","2022-10-28"
"2341537","survey_fndds_food","Turkey, wing, cooked, skin eaten","","2022-10-28"
"2341538","survey_fndds_food","Turkey, wing, smoked, skin eaten","","2022-10-28"
"2341539","survey_fndds_food","Turkey, tail","","2022-10-28"
"2341540","survey_fndds_food","Turkey, back","","2022-10-28"
"2341541","survey_fndds_food","Turkey, canned","","2022-10-28"
"2341542","survey_fndds_food","Turkey, ground","","2022-10-28"
"2341543","survey_fndds_food","Turkey, nuggets","","2022-10-28"
"2341544","survey_fndds_food","Turkey bacon, cooked","","2022-10-28"
"2341545","survey_fndds_food","Turkey bacon, reduced sodium, cooked","","2022-10-28"
"2341546","survey_fndds_food","Duck, cooked, skin eaten","","2022-10-28"
"2341547","survey_fndds_food","Duck, cooked, skin not eaten","","2022-10-28"
"2341548","survey_fndds_food","Duck, roasted, skin eaten","","2022-10-28"
"2341549","survey_fndds_food","Duck, roasted, skin not eaten","","2022-10-28"
"2341550","survey_fndds_food","Duck, pressed, Chinese","","2022-10-28"
"2341551","survey_fndds_food","Goose, wild, roasted","","2022-10-28"
"2341552","survey_fndds_food","Cornish game hen, cooked, skin eaten","","2022-10-28"
"2341553","survey_fndds_food","Cornish game hen, cooked, skin not eaten","","2022-10-28"
"2341554","survey_fndds_food","Cornish game hen, roasted, skin eaten","","2022-10-28"
"2341555","survey_fndds_food","Cornish game hen, roasted, skin not eaten","","2022-10-28"
"2341556","survey_fndds_food","Dove, cooked, NS as to cooking method","","2022-10-28"
"2341557","survey_fndds_food","Dove, fried","","2022-10-28"
"2341558","survey_fndds_food","Quail, cooked","","2022-10-28"
"2341559","survey_fndds_food","Pheasant, cooked","","2022-10-28"
"2341560","survey_fndds_food","Baby Toddler chicken","","2022-10-28"
"2341561","survey_fndds_food","Baby Toddler turkey","","2022-10-28"
"2341562","survey_fndds_food","Liver, beef","","2022-10-28"
"2341563","survey_fndds_food","Liver, chicken","","2022-10-28"
"2341564","survey_fndds_food","Liver, paste or pate","","2022-10-28"
"2341565","survey_fndds_food","Heart","","2022-10-28"
"2341566","survey_fndds_food","Kidney","","2022-10-28"
"2341567","survey_fndds_food","Sweetbreads","","2022-10-28"
"2341568","survey_fndds_food","Brains","","2022-10-28"
"2341569","survey_fndds_food","Tongue","","2022-10-28"
"2341570","survey_fndds_food","Tongue pot roast, Puerto Rican style","","2022-10-28"
"2341571","survey_fndds_food","Tripe","","2022-10-28"
"2341572","survey_fndds_food","Chitterlings","","2022-10-28"
"2341573","survey_fndds_food","Hog maws","","2022-10-28"
"2341574","survey_fndds_food","Gizzard","","2022-10-28"
"2341575","survey_fndds_food","Hot dog, NFS","","2022-10-28"
"2341576","survey_fndds_food","Hot dog, beef","","2022-10-28"
"2341577","survey_fndds_food","Hot dog, meat and poultry","","2022-10-28"
"2341578","survey_fndds_food","Hot dog, reduced fat","","2022-10-28"
"2341579","survey_fndds_food","Hot dog, turkey","","2022-10-28"
"2341580","survey_fndds_food","Beef sausage","","2022-10-28"
"2341581","survey_fndds_food","Beef sausage, reduced fat","","2022-10-28"
"2341582","survey_fndds_food","Beef sausage, reduced sodium","","2022-10-28"
"2341583","survey_fndds_food","Beef sausage with cheese","","2022-10-28"
"2341584","survey_fndds_food","Blood sausage","","2022-10-28"
"2341585","survey_fndds_food","Bratwurst","","2022-10-28"
"2341586","survey_fndds_food","Bratwurst, with cheese","","2022-10-28"
"2341587","survey_fndds_food","Bologna","","2022-10-28"
"2341588","survey_fndds_food","Bologna, reduced fat","","2022-10-28"
"2341589","survey_fndds_food","Bologna, reduced sodium","","2022-10-28"
"2341590","survey_fndds_food","Turkey or chicken and beef sausage","","2022-10-28"
"2341591","survey_fndds_food","Chorizo","","2022-10-28"
"2341592","survey_fndds_food","Head cheese","","2022-10-28"
"2341593","survey_fndds_food","Knockwurst","","2022-10-28"
"2341594","survey_fndds_food","Mortadella","","2022-10-28"
"2341595","survey_fndds_food","Pastrami, NFS","","2022-10-28"
"2341596","survey_fndds_food","Pastrami, made from any kind of meat, reduced fat","","2022-10-28"
"2341597","survey_fndds_food","Pepperoni, NFS","","2022-10-28"
"2341598","survey_fndds_food","Pepperoni, reduced fat","","2022-10-28"
"2341599","survey_fndds_food","Pepperoni, reduced sodium","","2022-10-28"
"2341600","survey_fndds_food","Polish sausage","","2022-10-28"
"2341601","survey_fndds_food","Italian sausage","","2022-10-28"
"2341602","survey_fndds_food","Sausage, NFS","","2022-10-28"
"2341603","survey_fndds_food","Pork sausage","","2022-10-28"
"2341604","survey_fndds_food","Pork sausage, reduced fat","","2022-10-28"
"2341605","survey_fndds_food","Pork sausage, reduced sodium","","2022-10-28"
"2341606","survey_fndds_food","Pork sausage rice links","","2022-10-28"
"2341607","survey_fndds_food","Pork and beef sausage","","2022-10-28"
"2341608","survey_fndds_food","Salami, NFS","","2022-10-28"
"2341609","survey_fndds_food","Salami, made from any type of meat, reduced fat","","2022-10-28"
"2341610","survey_fndds_food","Salami, made from any type of meat, reduced sodium","","2022-10-28"
"2341611","survey_fndds_food","Scrapple, cooked","","2022-10-28"
"2341612","survey_fndds_food","Thuringer","","2022-10-28"
"2341613","survey_fndds_food","Turkey or chicken sausage","","2022-10-28"
"2341614","survey_fndds_food","Turkey or chicken sausage, reduced sodium","","2022-10-28"
"2341615","survey_fndds_food","Turkey or chicken sausage, reduced fat","","2022-10-28"
"2341616","survey_fndds_food","Turkey or chicken and pork sausage","","2022-10-28"
"2341617","survey_fndds_food","Turkey or chicken, pork, and beef sausage, reduced sodium","","2022-10-28"
"2341618","survey_fndds_food","Vienna sausage, canned","","2022-10-28"
"2341619","survey_fndds_food","Pickled sausage","","2022-10-28"
"2341620","survey_fndds_food","Luncheon meat, NFS","","2022-10-28"
"2341621","survey_fndds_food","Ham, prepackaged or deli, luncheon meat","","2022-10-28"
"2341622","survey_fndds_food","Ham, prepackaged or deli, luncheon meat, reduced sodium","","2022-10-28"
"2341623","survey_fndds_food","Chicken, prepackaged or deli, luncheon meat","","2022-10-28"
"2341624","survey_fndds_food","Chicken, prepackaged or deli, luncheon meat, reduced sodium","","2022-10-28"
"2341625","survey_fndds_food","Ham luncheon meat, loaf type","","2022-10-28"
"2341626","survey_fndds_food","Spam","","2022-10-28"
"2341627","survey_fndds_food","Spam, reduced sodium","","2022-10-28"
"2341628","survey_fndds_food","Liverwurst","","2022-10-28"
"2341629","survey_fndds_food","Luncheon meat, loaf type","","2022-10-28"
"2341630","survey_fndds_food","Turkey, prepackaged or deli, luncheon meat","","2022-10-28"
"2341631","survey_fndds_food","Turkey, prepackaged or deli, luncheon meat, reduced sodium","","2022-10-28"
"2341632","survey_fndds_food","Turkey ham, prepackaged or deli, luncheon meat","","2022-10-28"
"2341633","survey_fndds_food","Beef, prepackaged or deli, luncheon meat","","2022-10-28"
"2341634","survey_fndds_food","Beef, prepackaged or deli, luncheon meat, reduced sodium","","2022-10-28"
"2341635","survey_fndds_food","Meat spread or potted meat, NFS","","2022-10-28"
"2341636","survey_fndds_food","Chicken salad spread","","2022-10-28"
"2341637","survey_fndds_food","Ham salad spread","","2022-10-28"
"2341638","survey_fndds_food","Fish, raw","","2022-10-28"
"2341639","survey_fndds_food","Fish, NFS","","2022-10-28"
"2341640","survey_fndds_food","Fish, NS as to type, baked or broiled","","2022-10-28"
"2341641","survey_fndds_food","Fish, NS as to type, baked or broiled, coated","","2022-10-28"
"2341642","survey_fndds_food","Fish, NS as to type, fried","","2022-10-28"
"2341643","survey_fndds_food","Fish, NS as to type, steamed","","2022-10-28"
"2341644","survey_fndds_food","Fish, canned","","2022-10-28"
"2341645","survey_fndds_food","Fish, smoked","","2022-10-28"
"2341646","survey_fndds_food","Fish, stick","","2022-10-28"
"2341647","survey_fndds_food","Fish, anchovy","","2022-10-28"
"2341648","survey_fndds_food","Fish, carp","","2022-10-28"
"2341649","survey_fndds_food","Fish, catfish, NFS","","2022-10-28"
"2341650","survey_fndds_food","Fish, catfish, baked or broiled","","2022-10-28"
"2341651","survey_fndds_food","Fish, catfish, grilled","","2022-10-28"
"2341652","survey_fndds_food","Fish, catfish, baked or broiled, coated","","2022-10-28"
"2341653","survey_fndds_food","Fish, catfish, fried","","2022-10-28"
"2341654","survey_fndds_food","Fish, catfish, steamed","","2022-10-28"
"2341655","survey_fndds_food","Fish, cod, NFS","","2022-10-28"
"2341656","survey_fndds_food","Fish, cod, baked or broiled","","2022-10-28"
"2341657","survey_fndds_food","Fish, cod, grilled","","2022-10-28"
"2341658","survey_fndds_food","Fish, cod, baked or broiled, coated","","2022-10-28"
"2341659","survey_fndds_food","Fish, cod, fried","","2022-10-28"
"2341660","survey_fndds_food","Fish, cod, steamed","","2022-10-28"
"2341661","survey_fndds_food","Fish, croaker","","2022-10-28"
"2341662","survey_fndds_food","Fish, eel","","2022-10-28"
"2341663","survey_fndds_food","Fish, flounder, NFS","","2022-10-28"
"2341664","survey_fndds_food","Fish, flounder, baked or broiled","","2022-10-28"
"2341665","survey_fndds_food","Fish, flounder, grilled","","2022-10-28"
"2341666","survey_fndds_food","Fish, flounder, baked or broiled, coated","","2022-10-28"
"2341667","survey_fndds_food","Fish, flounder, fried","","2022-10-28"
"2341668","survey_fndds_food","Fish, flounder, steamed","","2022-10-28"
"2341669","survey_fndds_food","Fish, haddock, NFS","","2022-10-28"
"2341670","survey_fndds_food","Fish, haddock, baked or broiled","","2022-10-28"
"2341671","survey_fndds_food","Fish, haddock, grilled","","2022-10-28"
"2341672","survey_fndds_food","Fish, haddock, baked or broiled, coated","","2022-10-28"
"2341673","survey_fndds_food","Fish, haddock, fried","","2022-10-28"
"2341674","survey_fndds_food","Fish, haddock, steamed","","2022-10-28"
"2341675","survey_fndds_food","Fish, halibut","","2022-10-28"
"2341676","survey_fndds_food","Fish, herring","","2022-10-28"
"2341677","survey_fndds_food","Fish, pickled","","2022-10-28"
"2341678","survey_fndds_food","Fish, mackerel, NFS","","2022-10-28"
"2341679","survey_fndds_food","Fish, mackerel, baked or broiled","","2022-10-28"
"2341680","survey_fndds_food","Fish, mackerel, grilled","","2022-10-28"
"2341681","survey_fndds_food","Fish, mackerel, baked or broiled, coated","","2022-10-28"
"2341682","survey_fndds_food","Fish, mackerel, fried","","2022-10-28"
"2341683","survey_fndds_food","Fish, mackerel, canned","","2022-10-28"
"2341684","survey_fndds_food","Fish, mullet","","2022-10-28"
"2341685","survey_fndds_food","Fish, perch, NFS","","2022-10-28"
"2341686","survey_fndds_food","Fish, perch, baked or broiled","","2022-10-28"
"2341687","survey_fndds_food","Fish, perch, grilled","","2022-10-28"
"2341688","survey_fndds_food","Fish, perch, baked or broiled, coated","","2022-10-28"
"2341689","survey_fndds_food","Fish, perch, fried","","2022-10-28"
"2341690","survey_fndds_food","Fish, perch, steamed","","2022-10-28"
"2341691","survey_fndds_food","Fish, pike","","2022-10-28"
"2341692","survey_fndds_food","Fish, pompano, NFS","","2022-10-28"
"2341693","survey_fndds_food","Fish, pompano, baked or broiled","","2022-10-28"
"2341694","survey_fndds_food","Fish, pompano, grilled","","2022-10-28"
"2341695","survey_fndds_food","Fish, pompano, baked or broiled, coated","","2022-10-28"
"2341696","survey_fndds_food","Fish, pompano, fried","","2022-10-28"
"2341697","survey_fndds_food","Fish, pompano, steamed","","2022-10-28"
"2341698","survey_fndds_food","Fish, snapper","","2022-10-28"
"2341699","survey_fndds_food","Fish, salmon, raw","","2022-10-28"
"2341700","survey_fndds_food","Fish, salmon, NFS","","2022-10-28"
"2341701","survey_fndds_food","Fish, salmon, baked or broiled","","2022-10-28"
"2341702","survey_fndds_food","Fish, salmon, grilled","","2022-10-28"
"2341703","survey_fndds_food","Fish, salmon, baked or broiled, coated","","2022-10-28"
"2341704","survey_fndds_food","Fish, salmon, fried","","2022-10-28"
"2341705","survey_fndds_food","Fish, salmon, steamed","","2022-10-28"
"2341706","survey_fndds_food","Fish, salmon, canned","","2022-10-28"
"2341707","survey_fndds_food","Fish, salmon, smoked","","2022-10-28"
"2341708","survey_fndds_food","Fish, sardines, canned","","2022-10-28"
"2341709","survey_fndds_food","Fish, bass, NFS","","2022-10-28"
"2341710","survey_fndds_food","Fish, bass, baked or broiled","","2022-10-28"
"2341711","survey_fndds_food","Fish, bass, grilled","","2022-10-28"
"2341712","survey_fndds_food","Fish, bass, baked or broiled, coated","","2022-10-28"
"2341713","survey_fndds_food","Fish, bass, fried","","2022-10-28"
"2341714","survey_fndds_food","Fish, bass, steamed","","2022-10-28"
"2341715","survey_fndds_food","Fish, shark","","2022-10-28"
"2341716","survey_fndds_food","Fish, swordfish","","2022-10-28"
"2341717","survey_fndds_food","Fish, trout, NFS","","2022-10-28"
"2341718","survey_fndds_food","Fish, trout, baked or broiled","","2022-10-28"
"2341719","survey_fndds_food","Fish, trout, grilled","","2022-10-28"
"2341720","survey_fndds_food","Fish, trout, baked or broiled, coated","","2022-10-28"
"2341721","survey_fndds_food","Fish, trout, fried","","2022-10-28"
"2341722","survey_fndds_food","Fish, trout, steamed","","2022-10-28"
"2341723","survey_fndds_food","Fish, tuna, raw","","2022-10-28"
"2341724","survey_fndds_food","Fish, tuna, NFS","","2022-10-28"
"2341725","survey_fndds_food","Fish, tuna, cooked","","2022-10-28"
"2341726","survey_fndds_food","Fish, tuna, canned","","2022-10-28"
"2341727","survey_fndds_food","Fish, whiting, NFS","","2022-10-28"
"2341728","survey_fndds_food","Fish, whiting, baked or broiled","","2022-10-28"
"2341729","survey_fndds_food","Fish, whiting, grilled","","2022-10-28"
"2341730","survey_fndds_food","Fish, whiting, baked or broiled, coated","","2022-10-28"
"2341731","survey_fndds_food","Fish, whiting, fried","","2022-10-28"
"2341732","survey_fndds_food","Fish, whiting, steamed","","2022-10-28"
"2341733","survey_fndds_food","Fish, tilapia, NFS","","2022-10-28"
"2341734","survey_fndds_food","Fish, tilapia, baked or broiled","","2022-10-28"
"2341735","survey_fndds_food","Fish, tilapia, grilled","","2022-10-28"
"2341736","survey_fndds_food","Fish, tilapia, baked or broiled, coated","","2022-10-28"
"2341737","survey_fndds_food","Fish, tilapia, fried","","2022-10-28"
"2341738","survey_fndds_food","Fish, tilapia, steamed","","2022-10-28"
"2341739","survey_fndds_food","Fish, white, mixed species, NFS","","2022-10-28"
"2341740","survey_fndds_food","Fish, white, mixed species, baked or broiled","","2022-10-28"
"2341741","survey_fndds_food","Fish, white, mixed species, baked or broiled, coated","","2022-10-28"
"2341742","survey_fndds_food","Fish, white, mixed species, fried","","2022-10-28"
"2341743","survey_fndds_food","Fish, white, mixed species, steamed","","2022-10-28"
"2341744","survey_fndds_food","Fish, white, mixed species, grilled","","2022-10-28"
"2341745","survey_fndds_food","Frog legs","","2022-10-28"
"2341746","survey_fndds_food","Octopus","","2022-10-28"
"2341747","survey_fndds_food","Caviar","","2022-10-28"
"2341748","survey_fndds_food","Calamari, cooked","","2022-10-28"
"2341749","survey_fndds_food","Calamari, fried","","2022-10-28"
"2341750","survey_fndds_food","Turtle","","2022-10-28"
"2341751","survey_fndds_food","Shellfish, NFS","","2022-10-28"
"2341752","survey_fndds_food","Abalone","","2022-10-28"
"2341753","survey_fndds_food","Clams, raw","","2022-10-28"
"2341754","survey_fndds_food","Clams, NFS","","2022-10-28"
"2341755","survey_fndds_food","Clams, baked or broiled","","2022-10-28"
"2341756","survey_fndds_food","Clams, fried","","2022-10-28"
"2341757","survey_fndds_food","Clams, steamed or boiled","","2022-10-28"
"2341758","survey_fndds_food","Clams, canned","","2022-10-28"
"2341759","survey_fndds_food","Crab","","2022-10-28"
"2341760","survey_fndds_food","Crab, canned","","2022-10-28"
"2341761","survey_fndds_food","Crab, soft shell","","2022-10-28"
"2341762","survey_fndds_food","Crayfish, fried","","2022-10-28"
"2341763","survey_fndds_food","Crayfish, cooked","","2022-10-28"
"2341764","survey_fndds_food","Lobster","","2022-10-28"
"2341765","survey_fndds_food","Mussels","","2022-10-28"
"2341766","survey_fndds_food","Oysters, raw","","2022-10-28"
"2341767","survey_fndds_food","Oysters, baked or broiled","","2022-10-28"
"2341768","survey_fndds_food","Oysters, steamed","","2022-10-28"
"2341769","survey_fndds_food","Oysters, fried","","2022-10-28"
"2341770","survey_fndds_food","Oysters, canned","","2022-10-28"
"2341771","survey_fndds_food","Scallops, baked or broiled","","2022-10-28"
"2341772","survey_fndds_food","Scallops, grilled","","2022-10-28"
"2341773","survey_fndds_food","Scallops, steamed or boiled","","2022-10-28"
"2341774","survey_fndds_food","Scallops, fried","","2022-10-28"
"2341775","survey_fndds_food","Shrimp, NFS","","2022-10-28"
"2341776","survey_fndds_food","Shrimp, baked or broiled","","2022-10-28"
"2341777","survey_fndds_food","Shrimp, grilled","","2022-10-28"
"2341778","survey_fndds_food","Shrimp, steamed or boiled","","2022-10-28"
"2341779","survey_fndds_food","Shrimp, fried","","2022-10-28"
"2341780","survey_fndds_food","Shrimp, baked or broiled, coated","","2022-10-28"
"2341781","survey_fndds_food","Shrimp, dried","","2022-10-28"
"2341782","survey_fndds_food","Shrimp, canned","","2022-10-28"
"2341783","survey_fndds_food","Escargot","","2022-10-28"
"2341784","survey_fndds_food","Barbecue meat, NFS","","2022-10-28"
"2341785","survey_fndds_food","Beef with tomato-based sauce","","2022-10-28"
"2341786","survey_fndds_food","Beef goulash","","2022-10-28"
"2341787","survey_fndds_food","Beef burgundy","","2022-10-28"
"2341788","survey_fndds_food","Beef stew, no potatoes, tomato-based sauce, Mexican style","","2022-10-28"
"2341789","survey_fndds_food","Chili con carne, NS as to beans","","2022-10-28"
"2341790","survey_fndds_food","Chili con carne with beans, from restaurant","","2022-10-28"
"2341791","survey_fndds_food","Chili con carne with beans, home recipe","","2022-10-28"
"2341792","survey_fndds_food","Chili con carne with beans, canned","","2022-10-28"
"2341793","survey_fndds_food","Chili con carne with beans","","2022-10-28"
"2341794","survey_fndds_food","Chili con carne without beans","","2022-10-28"
"2341795","survey_fndds_food","Chili con carne, NS as to beans, with cheese","","2022-10-28"
"2341796","survey_fndds_food","Chili con carne with beans and cheese","","2022-10-28"
"2341797","survey_fndds_food","Sloppy joe, no bun","","2022-10-28"
"2341798","survey_fndds_food","Beef with gravy","","2022-10-28"
"2341799","survey_fndds_food","Salisbury steak with gravy","","2022-10-28"
"2341800","survey_fndds_food","Beef with cream or white sauce","","2022-10-28"
"2341801","survey_fndds_food","Beef stroganoff","","2022-10-28"
"2341802","survey_fndds_food","Creamed chipped or dried beef","","2022-10-28"
"2341803","survey_fndds_food","Swedish meatballs with cream or white sauce","","2022-10-28"
"2341804","survey_fndds_food","Beef with mushroom sauce","","2022-10-28"
"2341805","survey_fndds_food","Beef with soy-based sauce","","2022-10-28"
"2341806","survey_fndds_food","Steak teriyaki","","2022-10-28"
"2341807","survey_fndds_food","Beef curry","","2022-10-28"
"2341808","survey_fndds_food","Beef curry with rice","","2022-10-28"
"2341809","survey_fndds_food","Barbecue beef, with sauce","","2022-10-28"
"2341810","survey_fndds_food","Barbecue beef, no sauce","","2022-10-28"
"2341811","survey_fndds_food","Beef with sweet and sour sauce","","2022-10-28"
"2341812","survey_fndds_food","Stewed seasoned ground beef, Mexican style","","2022-10-28"
"2341813","survey_fndds_food","Steak tartare","","2022-10-28"
"2341814","survey_fndds_food","Meatballs, Puerto Rican style","","2022-10-28"
"2341815","survey_fndds_food","Stewed seasoned ground beef, Puerto Rican style","","2022-10-28"
"2341816","survey_fndds_food","Stewed dried beef, Puerto Rican style","","2022-10-28"
"2341817","survey_fndds_food","Stuffed pot roast, Puerto Rican style, NFS","","2022-10-28"
"2341818","survey_fndds_food","Beef stew, meat with gravy, no potatoes, Puerto Rican style","","2022-10-28"
"2341819","survey_fndds_food","Ham or pork with gravy","","2022-10-28"
"2341820","survey_fndds_food","Barbecue pork, with sauce","","2022-10-28"
"2341821","survey_fndds_food","Barbecue pork, no sauce","","2022-10-28"
"2341822","survey_fndds_food","Sweet and sour pork","","2022-10-28"
"2341823","survey_fndds_food","Ham stroganoff","","2022-10-28"
"2341824","survey_fndds_food","Ham or pork with mushroom sauce","","2022-10-28"
"2341825","survey_fndds_food","Ham or pork with tomato-based sauce","","2022-10-28"
"2341826","survey_fndds_food","Sausage with tomato-based sauce","","2022-10-28"
"2341827","survey_fndds_food","Sausage gravy","","2022-10-28"
