"fdc_id","data_type","description","food_category_id","publication_date"
"2345667","survey_fndds_food","Baby Toddler carrots, Stage 2","","2022-10-28"
"2345668","survey_fndds_food","Baby Toddler squash, Stage 1","","2022-10-28"
"2345669","survey_fndds_food","Baby Toddler squash, Stage 2","","2022-10-28"
"2345670","survey_fndds_food","Baby Toddler sweet potatoes, Stage 1","","2022-10-28"
"2345671","survey_fndds_food","Baby Toddler sweet potatoes, Stage 2","","2022-10-28"
"2345672","survey_fndds_food","Baby Toddler green beans, Stage 1","","2022-10-28"
"2345673","survey_fndds_food","Baby Toddler green beans, Stage 2","","2022-10-28"
"2345674","survey_fndds_food","Baby Toddler beets","","2022-10-28"
"2345675","survey_fndds_food","Baby Toddler multiple vegetables, Stage 2","","2022-10-28"
"2345676","survey_fndds_food","Baby Toddler multiple vegetables, Stage 3","","2022-10-28"
"2345677","survey_fndds_food","Baby Toddler vegetables, with grain","","2022-10-28"
"2345678","survey_fndds_food","Baby Toddler vegetables and meat","","2022-10-28"
"2345679","survey_fndds_food","Baby Toddler peas, Stage 1","","2022-10-28"
"2345680","survey_fndds_food","Baby Toddler peas, Stage 2","","2022-10-28"
"2345681","survey_fndds_food","Toddler meal, NFS","","2022-10-28"
"2345682","survey_fndds_food","Toddler meal, meat and vegetables","","2022-10-28"
"2345683","survey_fndds_food","Toddler meal, rice and vegetables","","2022-10-28"
"2345684","survey_fndds_food","Toddler meal, pasta","","2022-10-28"
"2345685","survey_fndds_food","Toddler meal, pasta and vegetables","","2022-10-28"
"2345686","survey_fndds_food","Fried stuffed potatoes, Puerto Rican style","","2022-10-28"
"2345687","survey_fndds_food","Green plantain with cracklings, Puerto Rican style","","2022-10-28"
"2345688","survey_fndds_food","Ripe plantain meat pie, Puerto Rican style","","2022-10-28"
"2345689","survey_fndds_food","Cassava Pasteles, Puerto Rican style","","2022-10-28"
"2345690","survey_fndds_food","Puerto Rican pasteles","","2022-10-28"
"2345691","survey_fndds_food","Stuffed cabbage, with meat, Puerto Rican style","","2022-10-28"
"2345692","survey_fndds_food","Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style","","2022-10-28"
"2345693","survey_fndds_food","Eggplant and meat casserole","","2022-10-28"
"2345694","survey_fndds_food","Vegetable and fruit juice, 100% juice, with high vitamin C","","2022-10-28"
"2345695","survey_fndds_food","Fruit and vegetable smoothie, with dairy","","2022-10-28"
"2345696","survey_fndds_food","Fruit and vegetable smoothie, added protein","","2022-10-28"
"2345697","survey_fndds_food","Fruit and vegetable smoothie, non-dairy","","2022-10-28"
"2345698","survey_fndds_food","Fruit and vegetable smoothie, non-dairy, added protein","","2022-10-28"
"2345699","survey_fndds_food","Fruit and vegetable smoothie, bottled","","2022-10-28"
"2345700","survey_fndds_food","Fruit and vegetable smoothie, no dairy","","2022-10-28"
"2345701","survey_fndds_food","Vegetable smoothie","","2022-10-28"
"2345702","survey_fndds_food","Table fat, NFS","","2022-10-28"
"2345703","survey_fndds_food","Butter, NFS","","2022-10-28"
"2345704","survey_fndds_food","Butter, stick","","2022-10-28"
"2345705","survey_fndds_food","Butter, tub","","2022-10-28"
"2345706","survey_fndds_food","Butter, light","","2022-10-28"
"2345707","survey_fndds_food","Margarine, NFS","","2022-10-28"
"2345708","survey_fndds_food","Margarine, stick","","2022-10-28"
"2345709","survey_fndds_food","Margarine, tub","","2022-10-28"
"2345710","survey_fndds_food","Margarine-oil blend, NFS","","2022-10-28"
"2345711","survey_fndds_food","Margarine-oil blend, stick","","2022-10-28"
"2345712","survey_fndds_food","Margarine-oil blend, tub","","2022-10-28"
"2345713","survey_fndds_food","Butter replacement, liquid","","2022-10-28"
"2345714","survey_fndds_food","Margarine-oil blend, tub, light","","2022-10-28"
"2345715","survey_fndds_food","Margarine-oil blend, stick, light","","2022-10-28"
"2345716","survey_fndds_food","Butter-oil blend, NFS","","2022-10-28"
"2345717","survey_fndds_food","Butter-oil blend, stick","","2022-10-28"
"2345718","survey_fndds_food","Butter-oil blend, tub","","2022-10-28"
"2345719","survey_fndds_food","Butter-oil blend, light","","2022-10-28"
"2345720","survey_fndds_food","Butter replacement, powder","","2022-10-28"
"2345721","survey_fndds_food","Oil or table fat, NFS","","2022-10-28"
"2345722","survey_fndds_food","Animal fat or drippings","","2022-10-28"
"2345723","survey_fndds_food","Lard","","2022-10-28"
"2345724","survey_fndds_food","Shortening, NS as to vegetable or animal","","2022-10-28"
"2345725","survey_fndds_food","Ghee, clarified butter","","2022-10-28"
"2345726","survey_fndds_food","Garlic sauce","","2022-10-28"
"2345727","survey_fndds_food","Lemon-butter sauce","","2022-10-28"
"2345728","survey_fndds_food","Hollandaise sauce","","2022-10-28"
"2345729","survey_fndds_food","Sandwich spread","","2022-10-28"
"2345730","survey_fndds_food","Tartar sauce","","2022-10-28"
"2345731","survey_fndds_food","Horseradish sauce","","2022-10-28"
"2345732","survey_fndds_food","Pesto sauce","","2022-10-28"
"2345733","survey_fndds_food","Fry sauce","","2022-10-28"
"2345734","survey_fndds_food","Sauce, NFS","","2022-10-28"
"2345735","survey_fndds_food","Curry sauce","","2022-10-28"
"2345736","survey_fndds_food","Honey butter","","2022-10-28"
"2345737","survey_fndds_food","Vegetable oil, NFS","","2022-10-28"
"2345738","survey_fndds_food","Almond oil","","2022-10-28"
"2345739","survey_fndds_food","Coconut oil","","2022-10-28"
"2345740","survey_fndds_food","Corn oil","","2022-10-28"
"2345741","survey_fndds_food","Cottonseed oil","","2022-10-28"
"2345742","survey_fndds_food","Flaxseed oil","","2022-10-28"
"2345743","survey_fndds_food","Olive oil","","2022-10-28"
"2345744","survey_fndds_food","Peanut oil","","2022-10-28"
"2345745","survey_fndds_food","Canola oil","","2022-10-28"
"2345746","survey_fndds_food","Safflower oil","","2022-10-28"
"2345747","survey_fndds_food","Sesame oil","","2022-10-28"
"2345748","survey_fndds_food","Soybean oil","","2022-10-28"
"2345749","survey_fndds_food","Sunflower oil","","2022-10-28"
"2345750","survey_fndds_food","Walnut oil","","2022-10-28"
"2345751","survey_fndds_food","Wheat germ oil","","2022-10-28"
"2345752","survey_fndds_food","Salad dressing, NFS, for salads","","2022-10-28"
"2345753","survey_fndds_food","Salad dressing, NFS, for sandwiches","","2022-10-28"
"2345754","survey_fndds_food","Blue or roquefort cheese dressing","","2022-10-28"
"2345755","survey_fndds_food","Bacon and tomato dressing","","2022-10-28"
"2345756","survey_fndds_food","Caesar dressing","","2022-10-28"
"2345757","survey_fndds_food","Coleslaw dressing","","2022-10-28"
"2345758","survey_fndds_food","French or Catalina dressing","","2022-10-28"
"2345759","survey_fndds_food","Honey mustard dressing","","2022-10-28"
"2345760","survey_fndds_food","Italian dressing, made with vinegar and oil","","2022-10-28"
"2345761","survey_fndds_food","Mayonnaise, regular","","2022-10-28"
"2345762","survey_fndds_food","Vegan mayonnaise","","2022-10-28"
"2345763","survey_fndds_food","Russian dressing","","2022-10-28"
"2345764","survey_fndds_food","Mayonnaise-type salad dressing","","2022-10-28"
"2345765","survey_fndds_food","Avocado dressing","","2022-10-28"
"2345766","survey_fndds_food","Creamy Italian dressing","","2022-10-28"
"2345767","survey_fndds_food","Poppy seed dressing","","2022-10-28"
"2345768","survey_fndds_food","Sesame dressing","","2022-10-28"
"2345769","survey_fndds_food","Ranch dressing","","2022-10-28"
"2345770","survey_fndds_food","Thousand Island dressing","","2022-10-28"
"2345771","survey_fndds_food","Yogurt dressing","","2022-10-28"
"2345772","survey_fndds_food","Salad dressing, light, NFS","","2022-10-28"
"2345773","survey_fndds_food","Blue or roquefort cheese dressing, light","","2022-10-28"
"2345774","survey_fndds_food","Coleslaw dressing, light","","2022-10-28"
"2345775","survey_fndds_food","Creamy Italian dressing, light","","2022-10-28"
"2345776","survey_fndds_food","French or Catalina dressing, light","","2022-10-28"
"2345777","survey_fndds_food","Caesar dressing, light","","2022-10-28"
"2345778","survey_fndds_food","Mayonnaise, light","","2022-10-28"
"2345779","survey_fndds_food","Mayonnaise, reduced fat,  with olive oil","","2022-10-28"
"2345780","survey_fndds_food","Mayonnaise-type salad dressing, light","","2022-10-28"
"2345781","survey_fndds_food","Honey mustard dressing, light","","2022-10-28"
"2345782","survey_fndds_food","Italian dressing, light","","2022-10-28"
"2345783","survey_fndds_food","Ranch dressing, light","","2022-10-28"
"2345784","survey_fndds_food","Russian dressing, light","","2022-10-28"
"2345785","survey_fndds_food","Sesame dressing, light","","2022-10-28"
"2345786","survey_fndds_food","Thousand Island dressing, light","","2022-10-28"
"2345787","survey_fndds_food","Korean dressing or marinade","","2022-10-28"
"2345788","survey_fndds_food","Blue or roquefort cheese dressing, fat free","","2022-10-28"
"2345789","survey_fndds_food","Caesar dressing, fat free","","2022-10-28"
"2345790","survey_fndds_food","Creamy Italian dressing, fat free","","2022-10-28"
"2345791","survey_fndds_food","French or Catalina dressing, fat free","","2022-10-28"
"2345792","survey_fndds_food","Honey mustard dressing, fat free","","2022-10-28"
"2345793","survey_fndds_food","Italian dressing, fat free","","2022-10-28"
"2345794","survey_fndds_food","Mayonnaise, fat free","","2022-10-28"
"2345795","survey_fndds_food","Ranch dressing, fat free","","2022-10-28"
"2345796","survey_fndds_food","Russian dressing, fat free","","2022-10-28"
"2345797","survey_fndds_food","Salad dressing, fat free, NFS","","2022-10-28"
"2345798","survey_fndds_food","Thousand Island dressing, fat free","","2022-10-28"
"2345799","survey_fndds_food","Bacon, for use with vegetables","","2022-10-28"
"2345800","survey_fndds_food","Ham, for use with vegetables","","2022-10-28"
"2345801","survey_fndds_food","Beef, for use with vegetables","","2022-10-28"
"2345802","survey_fndds_food","Chicken, for use with vegetables","","2022-10-28"
"2345803","survey_fndds_food","Cream sauce, for use with vegetables","","2022-10-28"
"2345804","survey_fndds_food","Cheese sauce, for use with vegetables","","2022-10-28"
"2345805","survey_fndds_food","Gravy, for use with vegetables","","2022-10-28"
"2345806","survey_fndds_food","Soy based sauce, for use with vegetables","","2022-10-28"
"2345807","survey_fndds_food","Tomato sauce, for use with vegetables","","2022-10-28"
"2345808","survey_fndds_food","Avocado, for use on a sandwich","","2022-10-28"
"2345809","survey_fndds_food","Cucumber, for use on a sandwich","","2022-10-28"
"2345810","survey_fndds_food","Lettuce, for use on a sandwich","","2022-10-28"
"2345811","survey_fndds_food","Mushrooms, for use on a sandwich","","2022-10-28"
"2345812","survey_fndds_food","Onions, for use on a sandwich","","2022-10-28"
"2345813","survey_fndds_food","Pepper, for use on a sandwich","","2022-10-28"
"2345814","survey_fndds_food","Spinach, for use on a sandwich","","2022-10-28"
"2345815","survey_fndds_food","Tomatoes, for use on a sandwich","","2022-10-28"
"2345816","survey_fndds_food","Bacon, for use on a sandwich","","2022-10-28"
"2345817","survey_fndds_food","Sugar, NFS","","2022-10-28"
"2345818","survey_fndds_food","Sugar, white, granulated or lump","","2022-10-28"
"2345819","survey_fndds_food","Sugar, white, confectioner's, powdered","","2022-10-28"
"2345820","survey_fndds_food","Sugar, brown","","2022-10-28"
"2345821","survey_fndds_food","Sugar, cinnamon","","2022-10-28"
"2345822","survey_fndds_food","Sugar substitute and sugar blend","","2022-10-28"
"2345823","survey_fndds_food","Sugar substitute, sucralose, powder","","2022-10-28"
"2345824","survey_fndds_food","Sugar substitute, stevia, powder","","2022-10-28"
"2345825","survey_fndds_food","Sugar substitute, stevia, liquid","","2022-10-28"
"2345826","survey_fndds_food","Sugar substitute, monk fruit, powder","","2022-10-28"
"2345827","survey_fndds_food","Sugar substitute, powder, NFS","","2022-10-28"
"2345828","survey_fndds_food","Sugar substitute, liquid, NFS","","2022-10-28"
"2345829","survey_fndds_food","Sugar substitute, saccharin, powder","","2022-10-28"
"2345830","survey_fndds_food","Sugar substitute, saccharin, liquid","","2022-10-28"
"2345831","survey_fndds_food","Sugar substitute, aspartame, powder","","2022-10-28"
"2345832","survey_fndds_food","Syrup, NFS","","2022-10-28"
"2345833","survey_fndds_food","Pancake syrup","","2022-10-28"
"2345834","survey_fndds_food","Corn syrup","","2022-10-28"
"2345835","survey_fndds_food","Blueberry syrup","","2022-10-28"
"2345836","survey_fndds_food","Chocolate syrup","","2022-10-28"
"2345837","survey_fndds_food","Chocolate syrup, light","","2022-10-28"
"2345838","survey_fndds_food","Simple syrup","","2022-10-28"
"2345839","survey_fndds_food","Strawberry drink syrup","","2022-10-28"
"2345840","survey_fndds_food","Pancake syrup, light","","2022-10-28"
"2345841","survey_fndds_food","Honey","","2022-10-28"
"2345842","survey_fndds_food","Agave liquid sweetener","","2022-10-28"
"2345843","survey_fndds_food","Molasses","","2022-10-28"
"2345844","survey_fndds_food","Topping, butterscotch or caramel","","2022-10-28"
"2345845","survey_fndds_food","Topping, chocolate","","2022-10-28"
"2345846","survey_fndds_food","Topping, fruit","","2022-10-28"
"2345847","survey_fndds_food","Topping, marshmallow","","2022-10-28"
"2345848","survey_fndds_food","Topping, nuts and syrup","","2022-10-28"
"2345849","survey_fndds_food","Chocolate hazelnut spread","","2022-10-28"
"2345850","survey_fndds_food","Icing, chocolate","","2022-10-28"
"2345851","survey_fndds_food","Icing, white","","2022-10-28"
"2345852","survey_fndds_food","Caramel dip, regular","","2022-10-28"
"2345853","survey_fndds_food","Caramel dip, light","","2022-10-28"
"2345854","survey_fndds_food","Chocolate dip","","2022-10-28"
"2345855","survey_fndds_food","Dessert dip","","2022-10-28"
"2345856","survey_fndds_food","Sweet and sour sauce","","2022-10-28"
"2345857","survey_fndds_food","Dessert sauce","","2022-10-28"
"2345858","survey_fndds_food","Duck sauce","","2022-10-28"
"2345859","survey_fndds_food","Jam or jelly, NFS","","2022-10-28"
"2345860","survey_fndds_food","Jelly","","2022-10-28"
"2345861","survey_fndds_food","Jam","","2022-10-28"
"2345862","survey_fndds_food","Fruit butter","","2022-10-28"
"2345863","survey_fndds_food","Marmalade","","2022-10-28"
"2345864","survey_fndds_food","Jam or jelly, sugar free","","2022-10-28"
"2345865","survey_fndds_food","Jam or jelly, reduced sugar","","2022-10-28"
"2345866","survey_fndds_food","Jam or jelly, fruit juice sweetened","","2022-10-28"
"2345867","survey_fndds_food","Guava paste","","2022-10-28"
"2345868","survey_fndds_food","Sweet potato paste","","2022-10-28"
"2345869","survey_fndds_food","Bean paste, sweetened","","2022-10-28"
"2345870","survey_fndds_food","Gelatin dessert","","2022-10-28"
"2345871","survey_fndds_food","Gelatin dessert with fruit","","2022-10-28"
"2345872","survey_fndds_food","Gelatin salad with vegetables","","2022-10-28"
"2345873","survey_fndds_food","Gelatin dessert, sugar free","","2022-10-28"
"2345874","survey_fndds_food","Gelatin dessert, sugar free, with fruit","","2022-10-28"
"2345875","survey_fndds_food","Yokan","","2022-10-28"
"2345876","survey_fndds_food","Haupia","","2022-10-28"
"2345877","survey_fndds_food","Italian Ice","","2022-10-28"
"2345878","survey_fndds_food","Italian Ice, no sugar added","","2022-10-28"
"2345879","survey_fndds_food","Popsicle, NFS","","2022-10-28"
"2345880","survey_fndds_food","Popsicle","","2022-10-28"
"2345881","survey_fndds_food","Popsicle, no sugar added","","2022-10-28"
"2345882","survey_fndds_food","Freezer pop","","2022-10-28"
"2345883","survey_fndds_food","Snow cone","","2022-10-28"
"2345884","survey_fndds_food","Snow cone, no sugar added","","2022-10-28"
"2345885","survey_fndds_food","Candy, NFS","","2022-10-28"
"2345886","survey_fndds_food","Almonds, chocolate covered candy","","2022-10-28"
"2345887","survey_fndds_food","Chocolate candy, other, NFS","","2022-10-28"
"2345888","survey_fndds_food","Chocolate candy","","2022-10-28"
"2345889","survey_fndds_food","Chocolate candy with nuts, other, NFS","","2022-10-28"
"2345890","survey_fndds_food","Chocolate candy with nuts","","2022-10-28"
"2345891","survey_fndds_food","Chocolate candy with cereal","","2022-10-28"
"2345892","survey_fndds_food","Chocolate candy, cookie filled","","2022-10-28"
"2345893","survey_fndds_food","Chocolate chips","","2022-10-28"
"2345894","survey_fndds_food","Candy, sprinkles","","2022-10-28"
"2345895","survey_fndds_food","Dark chocolate candy, other, NFS","","2022-10-28"
"2345896","survey_fndds_food","Dark chocolate candy","","2022-10-28"
"2345897","survey_fndds_food","Dark chocolate candy with nuts, other, NFS","","2022-10-28"
"2345898","survey_fndds_food","Dark chocolate candy with nuts","","2022-10-28"
"2345899","survey_fndds_food","White chocolate candy","","2022-10-28"
"2345900","survey_fndds_food","Chocolate candy, fudge","","2022-10-28"
"2345901","survey_fndds_food","Chocolate candy, caramel filled","","2022-10-28"
"2345902","survey_fndds_food","Chocolate candy, caramel filled with nuts","","2022-10-28"
"2345903","survey_fndds_food","Chocolate candy, coconut filled","","2022-10-28"
"2345904","survey_fndds_food","Chocolate candy, cream filled","","2022-10-28"
"2345905","survey_fndds_food","Chocolate candy, nougat filled","","2022-10-28"
"2345906","survey_fndds_food","Chocolate candy, nougat filled with nuts","","2022-10-28"
"2345907","survey_fndds_food","Chocolate candy, peanut butter filled","","2022-10-28"
"2345908","survey_fndds_food","Chocolate candy with dried fruit","","2022-10-28"
"2345909","survey_fndds_food","Chocolate candy, sugar free","","2022-10-28"
"2345910","survey_fndds_food","Candy, non chocolate, other, NFS","","2022-10-28"
"2345911","survey_fndds_food","Ladoo, round ball","","2022-10-28"
"2345912","survey_fndds_food","Candy, licorice","","2022-10-28"
"2345913","survey_fndds_food","Candy, marshmallow","","2022-10-28"
"2345914","survey_fndds_food","Candy, caramel","","2022-10-28"
"2345915","survey_fndds_food","Candy, nougat with nuts","","2022-10-28"
"2345916","survey_fndds_food","Peanuts, chocolate covered candy","","2022-10-28"
"2345917","survey_fndds_food","Candy, peanut brittle","","2022-10-28"
"2345918","survey_fndds_food","Candy, mint","","2022-10-28"
"2345919","survey_fndds_food","Candy, gummy","","2022-10-28"
"2345920","survey_fndds_food","Candy, hard","","2022-10-28"
"2345921","survey_fndds_food","Candy, lollipop","","2022-10-28"
"2345922","survey_fndds_food","Cough drops","","2022-10-28"
"2345923","survey_fndds_food","Candy, cotton","","2022-10-28"
"2345924","survey_fndds_food","Candy, fruit flavored pieces","","2022-10-28"
"2345925","survey_fndds_food","Chocolate candy, candy shell","","2022-10-28"
"2345926","survey_fndds_food","Chocolate candy, candy shell with nuts","","2022-10-28"
"2345927","survey_fndds_food","Candy, fruit snacks","","2022-10-28"
"2345928","survey_fndds_food","Candy, fruit leather","","2022-10-28"
"2345929","survey_fndds_food","Candy, taffy","","2022-10-28"
"2345930","survey_fndds_food","Candy, non chocolate, sugar free","","2022-10-28"
"2345931","survey_fndds_food","Chewing gum","","2022-10-28"
"2345932","survey_fndds_food","Chewing gum, sugar free","","2022-10-28"
"2345933","survey_fndds_food","Coffee, NS as to type","","2022-10-28"
"2345934","survey_fndds_food","Coffee, NS as to brewed or instant","","2022-10-28"
"2345935","survey_fndds_food","Coffee, brewed","","2022-10-28"
"2345936","survey_fndds_food","Coffee, brewed, blend of regular and decaffeinated","","2022-10-28"
"2345937","survey_fndds_food","Coffee, Turkish","","2022-10-28"
"2345938","survey_fndds_food","Coffee, espresso","","2022-10-28"
"2345939","survey_fndds_food","Coffee, espresso, decaffeinated","","2022-10-28"
"2345940","survey_fndds_food","Coffee, brewed, flavored","","2022-10-28"
"2345941","survey_fndds_food","Coffee, Cuban","","2022-10-28"
"2345942","survey_fndds_food","Coffee, macchiato","","2022-10-28"
"2345943","survey_fndds_food","Coffee, macchiato, sweetened","","2022-10-28"
"2345944","survey_fndds_food","Coffee, cafe con leche","","2022-10-28"
"2345945","survey_fndds_food","Coffee, cafe con leche, decaffeinated","","2022-10-28"
"2345946","survey_fndds_food","Coffee, Latte","","2022-10-28"
"2345947","survey_fndds_food","Coffee, Latte, nonfat","","2022-10-28"
"2345948","survey_fndds_food","Coffee, Latte, with non-dairy milk","","2022-10-28"
"2345949","survey_fndds_food","Coffee, Latte, flavored","","2022-10-28"
"2345950","survey_fndds_food","Coffee, Latte, nonfat, flavored","","2022-10-28"
"2345951","survey_fndds_food","Coffee, Latte, with non-dairy milk, flavored","","2022-10-28"
"2345952","survey_fndds_food","Coffee, Latte, decaffeinated","","2022-10-28"
"2345953","survey_fndds_food","Coffee, Latte, decaffeinated, nonfat","","2022-10-28"
"2345954","survey_fndds_food","Coffee, Latte, decaffeinated, with non-dairy milk","","2022-10-28"
"2345955","survey_fndds_food","Coffee, Latte, decaffeinated, flavored","","2022-10-28"
"2345956","survey_fndds_food","Coffee, Latte, decaffeinated, nonfat, flavored","","2022-10-28"
"2345957","survey_fndds_food","Coffee, Latte, decaffeinated, with non-dairy milk, flavored","","2022-10-28"
"2345958","survey_fndds_food","Frozen coffee drink","","2022-10-28"
"2345959","survey_fndds_food","Frozen coffee drink, nonfat","","2022-10-28"
"2345960","survey_fndds_food","Frozen coffee drink, with non-dairy milk","","2022-10-28"
"2345961","survey_fndds_food","Frozen coffee drink, with whipped cream","","2022-10-28"
"2345962","survey_fndds_food","Frozen coffee drink, nonfat, with whipped cream","","2022-10-28"
"2345963","survey_fndds_food","Frozen coffee drink, with non-dairy milk and whipped cream","","2022-10-28"
"2345964","survey_fndds_food","Frozen coffee drink, decaffeinated","","2022-10-28"
"2345965","survey_fndds_food","Frozen coffee drink, decaffeinated, nonfat","","2022-10-28"
"2345966","survey_fndds_food","Frozen coffee drink, decaffeinated, with non-dairy milk","","2022-10-28"
"2345967","survey_fndds_food","Frozen coffee drink, decaffeinated, with whipped cream","","2022-10-28"
"2345968","survey_fndds_food","Frozen coffee drink, decaffeinated, nonfat, with whipped cream","","2022-10-28"
"2345969","survey_fndds_food","Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream","","2022-10-28"
"2345970","survey_fndds_food","Coffee, Cafe Mocha","","2022-10-28"
"2345971","survey_fndds_food","Coffee, Cafe Mocha, nonfat","","2022-10-28"
"2345972","survey_fndds_food","Coffee, Cafe Mocha, with non-dairy milk","","2022-10-28"
"2345973","survey_fndds_food","Coffee, Cafe Mocha, decaffeinated","","2022-10-28"
"2345974","survey_fndds_food","Coffee, Cafe Mocha, decaffeinated, nonfat","","2022-10-28"
"2345975","survey_fndds_food","Coffee, Cafe Mocha, decaffeinated, with non-dairy milk","","2022-10-28"
"2345976","survey_fndds_food","Frozen mocha coffee drink","","2022-10-28"
"2345977","survey_fndds_food","Frozen mocha coffee drink, nonfat","","2022-10-28"
"2345978","survey_fndds_food","Frozen mocha coffee drink, with non-dairy milk","","2022-10-28"
"2345979","survey_fndds_food","Frozen mocha coffee drink, with whipped cream","","2022-10-28"
"2345980","survey_fndds_food","Frozen mocha coffee drink, nonfat, with whipped cream","","2022-10-28"
"2345981","survey_fndds_food","Frozen mocha coffee drink, with non-dairy milk and whipped cream","","2022-10-28"
"2345982","survey_fndds_food","Frozen mocha coffee drink, decaffeinated","","2022-10-28"
"2345983","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, nonfat","","2022-10-28"
"2345984","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, with non-dairy milk","","2022-10-28"
"2345985","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, with whipped cream","","2022-10-28"
"2345986","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream","","2022-10-28"
"2345987","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream","","2022-10-28"
"2345988","survey_fndds_food","Iced Coffee, brewed","","2022-10-28"
"2345989","survey_fndds_food","Iced Coffee, brewed, decaffeinated","","2022-10-28"
"2345990","survey_fndds_food","Iced Coffee, pre-lightened and pre-sweetened","","2022-10-28"
"2345991","survey_fndds_food","Coffee, Iced Latte","","2022-10-28"
"2345992","survey_fndds_food","Coffee, Iced Latte, nonfat","","2022-10-28"
"2345993","survey_fndds_food","Coffee, Iced Latte, with non-dairy milk","","2022-10-28"
"2345994","survey_fndds_food","Coffee, Iced Latte, flavored","","2022-10-28"
"2345995","survey_fndds_food","Coffee, Iced Latte, nonfat, flavored","","2022-10-28"
"2345996","survey_fndds_food","Coffee, Iced Latte, with non-dairy milk, flavored","","2022-10-28"
"2345997","survey_fndds_food","Coffee, Iced Latte, decaffeinated","","2022-10-28"
"2345998","survey_fndds_food","Coffee, Iced Latte, decaffeinated, nonfat","","2022-10-28"
"2345999","survey_fndds_food","Coffee, Iced Latte, decaffeinated, with non-dairy milk","","2022-10-28"
"2346000","survey_fndds_food","Coffee, Iced Latte, decaffeinated, flavored","","2022-10-28"
"2346001","survey_fndds_food","Coffee, Iced Latte, decaffeinated, nonfat, flavored","","2022-10-28"
"2346002","survey_fndds_food","Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored","","2022-10-28"
"2346003","survey_fndds_food","Coffee, Iced Cafe Mocha","","2022-10-28"
"2346004","survey_fndds_food","Coffee, Iced Cafe Mocha, nonfat","","2022-10-28"
"2346005","survey_fndds_food","Coffee, Iced Cafe Mocha, with non-dairy milk","","2022-10-28"
"2346006","survey_fndds_food","Coffee, Iced Cafe Mocha, decaffeinated","","2022-10-28"
"2346007","survey_fndds_food","Coffee, Iced Cafe Mocha, decaffeinated, nonfat","","2022-10-28"
"2346008","survey_fndds_food","Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk","","2022-10-28"
"2346009","survey_fndds_food","Coffee, instant, reconstituted","","2022-10-28"
"2346010","survey_fndds_food","Coffee, instant, 50% less caffeine, reconstituted","","2022-10-28"
"2346011","survey_fndds_food","Coffee, NS as to brewed or instant, decaffeinated","","2022-10-28"
"2346012","survey_fndds_food","Coffee, brewed, decaffeinated","","2022-10-28"
"2346013","survey_fndds_food","Coffee, instant, decaffeinated, reconstituted","","2022-10-28"
"2346014","survey_fndds_food","Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted","","2022-10-28"
"2346015","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted","","2022-10-28"
"2346016","survey_fndds_food","Coffee, instant, pre-sweetened with sugar, reconstituted","","2022-10-28"
"2346017","survey_fndds_food","Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted","","2022-10-28"
"2346018","survey_fndds_food","Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","","2022-10-28"
"2346019","survey_fndds_food","Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","","2022-10-28"
"2346020","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","","2022-10-28"
"2346021","survey_fndds_food","Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","","2022-10-28"
"2346022","survey_fndds_food","Coffee, pre-lightened and pre-sweetened with sugar","","2022-10-28"
"2346023","survey_fndds_food","Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar","","2022-10-28"
"2346024","survey_fndds_food","Coffee, pre-lightened and pre-sweetened with low calorie sweetener","","2022-10-28"
"2346025","survey_fndds_food","Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener","","2022-10-28"
"2346026","survey_fndds_food","Coffee, pre-lightened","","2022-10-28"
"2346027","survey_fndds_food","Coffee, decaffeinated, pre-lightened","","2022-10-28"
"2346028","survey_fndds_food","Coffee, pre-sweetened with sugar","","2022-10-28"
"2346029","survey_fndds_food","Coffee, decaffeinated, pre-sweetened with sugar","","2022-10-28"
"2346030","survey_fndds_food","Coffee, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346031","survey_fndds_food","Coffee, decaffeinated, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346032","survey_fndds_food","Coffee and chicory, brewed","","2022-10-28"
"2346033","survey_fndds_food","Coffee and chicory, brewed, decaffeinated","","2022-10-28"
"2346034","survey_fndds_food","Coffee, Cappuccino","","2022-10-28"
"2346035","survey_fndds_food","Coffee, Cappuccino, nonfat","","2022-10-28"
